age,monthly_income,account_balance,login_frequency,support_tickets,churn
32,80233.21,21492.1,12,2,0
62,55085.58,23880.63,11,0,1
45,47007.93,206234.55,14,0,0
50,34933.89,126072.92,14,2,1
41,65064.09,126196.46,18,1,1
26,77904.37,52910.83,12,4,1
64,65466.43,126046.9,14,1,1
58,104776.63,51243.75,14,3,1
69,88595.75,191212.23,12,1,0
62,53849.44,283669.84,11,3,1
33,53639.45,149036.46,17,1,1
31,69393.93,81903.22,11,1,1
30,43239.62,5000.0,8,3,1
65,83325.77,18932.15,7,3,1
46,67232.01,213291.71,11,1,1
41,65129.18,58248.49,12,4,0
68,73739.07,97749.91,13,0,0
49,94456.6,159319.56,11,2,1
65,63419.11,208937.39,15,0,1
69,57739.19,108024.78,17,0,0
22,90174.39,95719.99,12,2,0
36,79351.01,124297.26,13,2,0
56,53580.4,82341.73,14,3,0
60,60103.73,85570.85,5,1,1
25,63907.62,144712.81,13,2,1
34,67236.26,131117.49,10,1,1
46,32868.0,247896.32,9,1,1
59,29150.31,146330.93,17,3,1
23,42252.2,189068.73,15,1,0
49,40705.23,55722.89,10,0,1
33,47123.52,151509.44,9,1,0
29,72694.21,76621.12,11,1,1
44,56621.42,143727.2,16,3,1
39,63927.89,161310.88,8,1,1
51,35513.93,122992.13,17,2,1
34,50767.16,264439.54,14,0,0
60,71745.15,205678.79,11,1,0
22,71899.05,190634.72,11,2,1
62,45508.52,165857.17,7,2,1
19,63233.25,225801.65,7,2,0
56,103976.96,33781.84,9,1,0
36,59648.04,202216.99,7,1,1
37,46136.26,60525.34,12,1,1
18,56524.75,86139.65,13,2,0
54,61843.54,153683.55,13,2,1
26,56976.63,193993.21,13,0,0
52,59372.91,50785.4,11,1,0
55,31131.06,89247.31,16,4,0
61,40747.39,125851.92,8,5,1
54,57013.3,108818.04,12,0,0
33,56694.64,171241.92,14,3,0
56,48676.21,326155.66,17,4,1
60,56459.73,145159.24,15,3,1
34,61220.3,75888.21,11,5,1
24,77788.27,42209.5,12,4,0
64,58015.77,100484.77,8,6,1
25,67982.06,63585.01,9,3,1
48,49167.99,148052.99,5,2,0
30,71441.91,147121.3,12,4,0
24,67514.61,92209.91,12,0,0
58,77316.34,239097.3,14,3,1
25,74269.21,75873.16,10,3,0
52,71774.71,112834.14,14,0,0
54,58031.65,158349.76,15,2,0
21,64898.78,173523.29,13,3,1
26,81270.18,196654.59,7,0,0
59,46958.51,145709.79,20,3,1
44,47431.84,183054.76,12,1,1
24,63628.63,80093.51,10,3,0
69,68305.59,175084.92,13,1,0
31,43517.87,174283.75,12,1,1
18,58504.75,210773.2,10,2,1
66,58120.02,19893.84,3,3,1
18,15694.4,65569.01,15,3,1
46,55608.12,169388.46,9,2,1
69,56853.64,5000.0,12,2,0
48,56794.14,149520.37,8,1,1
48,88318.29,183588.27,15,4,0
38,35684.03,85417.49,15,0,0
24,43507.55,94188.6,16,1,0
47,15000.0,55551.76,9,1,0
64,50381.67,88707.17,10,2,1
22,52087.13,90445.89,18,4,0
63,49800.46,79029.52,8,1,1
39,82153.55,75739.31,10,2,1
45,77212.35,103739.71,10,2,0
26,61557.13,103013.74,9,3,0
50,52587.74,232447.91,9,3,1
27,80523.79,96348.89,12,3,1
32,59604.84,140649.01,9,4,1
55,43634.6,85387.02,10,4,1
20,25675.03,84624.25,11,1,1
41,51173.71,17737.77,10,1,0
48,75092.87,25718.03,14,2,1
24,105530.77,47580.1,18,1,1
33,61232.21,131021.81,7,0,0
35,44692.89,184570.42,15,3,0
52,36300.7,12800.13,12,4,1
68,71039.1,87055.39,22,2,0
61,24707.68,37986.56,12,2,1
27,71006.9,104143.37,13,1,0
18,76354.23,184546.17,15,3,1
20,68725.59,93187.06,15,0,0
48,55606.77,117148.98,16,2,0
26,71298.81,207313.7,15,3,1
30,63418.77,147474.06,9,1,0
62,44437.52,74394.49,19,0,0
63,97008.25,129534.92,14,2,0
61,52966.41,70347.06,7,2,0
31,75515.05,145228.92,18,1,0
50,15000.0,150920.41,8,3,1
49,85529.42,37970.42,11,1,0
27,89375.27,130508.97,6,2,0
46,60596.68,112945.6,12,1,1
45,71175.42,152680.64,13,4,1
38,71170.3,169880.82,13,7,1
57,47144.33,148646.98,14,2,0
53,70942.45,101808.4,9,1,1
45,43827.39,175999.8,8,0,0
55,47824.86,67616.23,14,1,0
57,82538.86,40768.68,9,1,1
47,79493.15,5000.0,10,4,0
31,45872.49,115791.54,10,3,0
57,45328.47,70707.21,6,6,1
55,47088.07,143865.27,12,0,0
69,74652.79,5000.0,22,1,1
25,40000.3,81169.29,7,0,0
39,67134.25,148216.19,12,2,1
66,74936.94,58209.83,10,2,0
44,58235.09,144555.4,17,0,0
67,80201.27,86578.64,9,3,1
18,53913.8,118031.5,17,3,1
19,55722.89,155709.48,8,1,0
59,40455.08,177167.82,14,3,0
36,80343.55,125549.54,15,2,1
45,44669.59,71159.38,19,1,0
40,66995.44,92517.67,12,3,0
39,58573.68,158217.32,16,2,0
66,38944.34,58724.78,11,2,0
22,47817.94,109316.0,10,3,1
58,87657.44,96846.95,9,3,1
64,64033.15,113798.29,10,2,0
52,39816.99,59443.05,15,3,0
38,66106.57,8883.34,15,5,0
26,57077.72,151244.56,6,4,0
53,129080.93,177847.89,12,1,1
42,65702.48,12469.5,13,3,1
25,52387.5,142135.57,10,1,1
36,88400.56,184990.97,7,1,0
68,23179.28,155754.66,9,4,1
31,61886.4,94999.79,12,0,0
27,99888.57,63390.22,10,2,0
53,57676.01,124858.68,14,1,0
28,25333.98,134867.1,10,2,1
65,52081.64,125748.45,13,2,1
62,89090.36,109191.92,13,1,0
69,67521.39,55040.9,10,0,1
65,43222.88,145361.3,15,3,1
30,46295.14,148251.27,12,0,1
29,48805.99,132049.33,14,2,1
35,67223.96,126659.62,11,0,0
42,86763.92,220754.97,8,0,0
63,81048.46,82537.27,14,1,1
56,69120.24,196886.11,12,3,1
51,33367.1,75958.53,9,2,1
63,33441.35,186537.03,19,0,0
51,70665.04,194002.05,11,0,0
37,33090.58,102416.93,11,0,0
39,55488.66,219657.78,11,1,0
44,66083.01,148142.15,18,2,1
22,37248.12,67363.65,18,1,1
56,39514.75,97550.6,8,2,1
51,58117.58,187965.74,18,0,0
56,70073.01,175383.88,17,2,1
45,81230.38,56517.58,9,3,1
58,72141.07,111644.56,22,1,0
67,61473.13,132211.38,7,5,1
47,45076.1,89543.72,12,6,1
41,38581.86,261467.98,12,3,0
23,49782.46,134019.82,7,3,1
58,68198.71,116291.27,10,3,1
65,66732.47,191451.06,16,2,0
54,18001.96,98087.19,13,3,0
63,44286.46,180445.66,8,0,0
62,84090.15,19936.06,11,1,1
59,61584.3,92780.76,13,0,1
44,31659.82,182944.23,9,6,1
23,107116.42,214211.86,11,5,0
18,59421.17,73602.26,12,1,0
28,67686.68,66610.7,7,1,0
40,67990.5,154046.79,12,0,0
56,52648.09,82617.97,7,0,1
41,45448.53,103885.32,9,6,1
19,102433.5,172584.3,11,1,0
28,80064.12,87353.87,12,3,0
68,76438.74,5000.0,15,0,0
69,71525.78,41934.93,12,1,0
37,39933.65,120597.34,15,3,0
59,85550.6,8194.61,14,1,1
55,43137.35,102170.37,10,1,1
66,65665.74,36474.21,17,3,1
64,27212.2,218396.34,7,2,1
50,19182.82,249908.56,15,1,0
38,66365.82,56508.17,9,1,1
50,43818.01,135405.52,13,4,0
34,20216.65,62375.78,14,4,1
36,70812.19,101441.06,20,2,0
49,102401.62,228208.16,9,2,1
47,87791.21,91998.69,11,3,1
48,54853.64,102837.75,15,3,1
38,60176.91,63448.24,12,4,0
39,77754.13,188771.36,13,2,1
18,82442.56,5000.0,18,1,0
49,53129.29,93432.16,10,1,0
47,60683.55,117246.83,8,0,0
66,66012.3,80335.36,10,1,1
44,71077.53,171812.73,16,4,1
42,57338.47,192121.64,11,2,0
21,57598.3,35277.63,17,3,0
28,87596.65,245609.2,9,2,1
35,84190.41,34604.47,14,1,1
37,69548.21,197317.84,11,4,0
36,94382.18,128989.66,10,5,0
38,52271.08,89777.93,10,4,1
57,92459.47,95437.98,5,1,0
24,70850.31,117989.23,18,4,0
35,125420.52,132505.07,13,1,1
26,36150.36,64790.74,7,1,1
34,46213.09,105963.6,9,2,1
53,68375.96,73759.63,12,3,1
20,67944.68,47097.03,10,3,1
35,99002.78,70961.3,10,1,1
19,46632.51,51001.52,13,0,1
67,78098.37,94790.71,14,1,1
55,83249.26,145948.49,13,4,1
30,74092.96,127242.62,13,1,0
28,40780.07,238460.69,6,3,1
23,88155.18,5000.0,9,3,1
42,84586.5,148160.46,14,2,0
57,71991.69,120385.21,6,2,1
48,64086.95,168940.22,15,2,0
63,64522.16,162987.91,9,3,1
35,58425.28,110100.49,21,3,0
32,72815.7,130359.08,13,1,1
42,60622.7,75355.85,13,1,1
28,43029.5,156820.8,9,2,1
68,39028.17,7267.44,9,1,1
27,44959.27,166609.59,10,1,0
42,64442.64,118609.59,9,1,1
45,59460.88,90776.28,16,2,0
20,64306.88,106048.01,12,1,1
42,70016.26,110448.23,11,0,1
41,47453.58,197838.23,11,1,0
31,89313.2,314009.62,17,3,1
24,54645.78,193192.25,10,3,0
20,51331.46,86080.45,15,1,0
18,69647.72,157786.91,9,4,1
43,23269.8,160399.75,15,2,1
22,44189.31,64490.36,8,2,1
67,79621.46,44352.04,8,3,1
30,25251.56,116203.14,10,1,1
51,82351.48,168462.46,7,1,1
53,90222.73,23291.5,15,2,0
43,52610.89,76746.13,8,3,1
63,65836.26,154359.1,7,6,0
23,82381.74,122503.42,11,2,0
30,50664.22,204976.42,17,1,1
31,77355.51,35317.95,13,5,1
25,46577.02,261129.9,13,0,0
33,50447.95,27720.45,11,1,0
34,44013.27,5000.0,12,1,1
57,66852.94,116465.23,14,1,1
33,83159.38,51932.46,8,4,1
63,56317.74,117674.66,15,4,1
58,34575.02,115576.39,12,4,1
64,38345.86,108253.55,11,3,1
23,67891.99,69455.34,10,2,0
69,96882.33,145959.37,6,4,1
49,67874.5,100959.77,8,2,0
69,52262.07,186219.89,12,3,0
36,75323.68,109177.66,10,2,1
67,55210.03,62121.15,19,1,0
48,52434.3,18737.37,12,2,1
21,40830.82,109673.43,9,2,1
39,88168.98,43847.73,7,4,1
25,15000.0,39002.29,12,1,1
66,75957.18,151647.44,7,2,1
33,50725.1,13339.8,11,2,1
29,51793.19,204731.6,12,2,1
46,93846.3,129582.98,13,1,1
40,45717.38,117369.44,9,4,1
23,46398.62,57914.04,14,1,1
60,57392.12,165862.34,15,1,0
61,68276.95,119825.7,16,2,0
56,51162.88,78834.2,14,5,1
50,28522.82,131989.48,19,1,0
38,42686.04,19032.87,17,3,1
46,85626.68,21880.37,8,2,1
45,61495.54,52788.83,10,1,1
26,69021.75,140971.64,15,2,0
22,54771.58,119804.5,14,2,1
31,46810.05,182938.76,16,2,0
41,93551.39,64800.61,15,2,0
26,56236.16,154480.07,11,1,0
23,51132.6,113167.77,5,2,0
62,81922.85,63417.29,8,3,1
37,45552.79,143118.46,15,2,0
48,48105.45,116039.29,9,3,1
45,60204.93,82252.85,12,1,0
56,60005.4,122519.95,14,2,1
56,65192.23,112228.18,12,2,1
33,101833.38,110778.72,9,1,0
62,66724.96,95244.41,10,1,1
37,15000.0,41703.09,13,3,0
61,66525.98,124485.92,11,1,0
39,60757.6,71837.14,17,1,0
23,60869.0,58780.27,11,1,0
57,64918.95,105558.01,9,1,1
19,59426.43,164041.59,10,0,0
58,58947.76,131136.81,13,1,0
20,72260.88,88131.47,18,4,1
28,49158.38,85719.24,15,2,1
49,41046.27,158148.8,12,0,0
66,120475.63,5000.0,21,2,1
39,45682.85,167841.9,11,2,1
24,62002.86,7559.05,9,1,1
30,30086.79,35075.53,12,2,1
64,62329.37,89144.05,14,1,1
55,41335.49,250207.45,13,4,0
23,51150.54,220645.16,10,2,0
38,80901.29,162389.27,10,1,0
31,69440.19,141392.54,14,0,1
27,71368.19,8263.38,11,1,0
62,24575.9,129405.49,14,0,1
50,96737.9,87046.71,12,0,0
27,36162.37,70999.84,14,1,0
51,90571.22,129288.19,17,1,0
39,80430.88,91733.4,15,1,1
21,71546.65,172157.97,11,5,0
41,42900.3,5000.0,9,2,1
27,63031.8,124500.69,15,0,0
30,50581.57,67254.17,17,2,1
63,60580.79,95421.85,11,2,0
54,55002.55,138277.59,10,1,0
24,19227.79,52961.53,13,5,1
62,82435.68,129853.93,12,2,1
47,58377.86,107259.71,11,2,0
63,50303.99,80364.79,9,2,1
56,48793.46,91765.65,9,2,1
35,67169.19,110726.89,10,0,0
45,42124.87,73929.81,10,1,0
45,15000.0,120425.67,17,2,0
55,68142.6,103309.4,9,1,0
30,70382.06,83323.05,4,2,0
35,56007.36,215390.53,8,1,0
30,37041.94,144914.4,10,2,0
33,61778.71,97037.27,15,1,0
26,30709.35,128751.63,16,2,1
19,39455.39,58390.79,15,2,1
66,44986.04,93793.7,16,1,1
21,76878.78,100795.35,17,1,0
64,52747.78,45192.37,11,1,1
18,51042.67,143241.24,13,1,0
58,99093.85,89663.24,9,2,1
35,67049.25,98672.0,11,2,0
44,66779.89,85876.81,8,3,0
32,52605.99,297545.44,16,4,0
43,48072.57,80243.09,17,2,0
41,16271.87,5000.0,11,1,1
45,79374.81,24004.08,11,2,1
38,68966.19,165558.16,8,3,0
45,56416.68,200187.16,7,4,0
60,57255.47,79092.17,16,2,0
40,74722.89,196736.98,11,0,1
36,28905.8,164495.4,14,0,0
24,48202.37,108631.19,11,2,1
36,37273.94,104373.22,12,2,0
24,95430.19,130852.21,6,5,1
27,77513.11,172647.35,12,3,1
67,15946.15,143837.67,13,1,1
22,29724.77,79391.5,9,2,0
43,57353.09,109547.58,10,3,1
61,50551.2,238875.81,13,1,0
67,33512.36,135072.83,16,2,1
25,98895.24,172159.53,12,2,0
26,66250.8,152393.1,13,0,1
37,69496.33,136401.46,8,4,1
46,46159.7,126521.93,17,4,1
67,74445.48,173843.44,13,0,0
28,52391.34,163118.53,6,2,0
26,54333.14,135833.61,18,1,1
31,72220.04,78374.25,12,2,0
63,27420.05,143133.53,10,1,1
19,91940.56,115979.52,12,0,0
37,63647.78,101504.65,11,5,1
24,85618.88,280726.56,9,1,1
26,38491.6,27656.92,8,2,0
65,41536.7,177510.77,11,2,1
18,36762.0,68239.74,14,3,1
34,65005.95,127871.73,18,4,0
65,61319.67,274115.25,14,2,1
49,50711.76,62257.86,11,0,1
21,39718.62,76567.64,11,1,0
42,34668.07,118949.18,10,3,0
68,59030.32,69166.98,11,2,1
38,50688.26,173043.38,18,0,0
45,46287.86,87928.23,15,1,0
45,90941.79,159240.58,11,4,1
52,58353.49,40248.65,22,1,0
27,85400.86,11590.11,12,1,0
61,49334.96,106260.9,14,6,0
69,64895.53,25889.53,15,3,0
25,58890.48,211096.13,7,4,0
60,26047.55,28211.79,9,1,0
60,88566.77,57738.8,16,1,0
56,57296.93,144817.19,12,3,0
37,74928.36,84818.16,15,2,1
42,44959.43,28896.72,9,2,0
61,56703.11,242397.85,13,0,0
25,42662.95,59901.97,18,2,0
61,84719.97,108224.53,17,0,1
65,66228.19,107448.45,12,4,0
53,67341.07,162618.55,13,3,1
35,87163.68,147741.15,17,1,0
47,83126.83,70391.94,12,3,1
20,75306.85,100450.37,15,2,1
66,31565.45,106384.65,10,2,1
35,46086.42,164937.57,9,0,1
20,39922.24,49900.69,16,3,1
59,74550.67,241086.63,9,5,1
52,63413.04,74449.0,10,1,1
50,32189.75,119475.04,6,2,1
20,56225.12,50400.63,13,2,1
57,30117.75,42110.46,10,1,0
51,58936.87,67534.3,10,2,1
59,26892.55,61768.61,11,1,1
61,70576.55,95144.58,16,3,0
29,67559.25,61262.1,5,3,1
28,98158.97,161733.15,11,3,1
66,76957.47,73020.97,12,3,0
45,51541.71,66371.07,16,1,0
40,76361.4,96421.87,18,3,0
32,32046.72,179570.33,8,4,1
51,40750.55,132892.57,14,1,0
57,66662.85,114018.63,23,2,0
18,16835.01,34017.31,18,3,0
46,59256.78,51437.49,13,1,0
69,39594.73,43295.4,12,4,1
32,62026.14,198411.07,18,3,1
32,38445.27,151833.79,7,2,1
63,68484.96,68302.77,12,0,0
21,60386.55,86137.7,8,3,1
38,88007.32,70482.59,11,1,0
41,60134.69,66848.33,11,2,0
59,44627.14,147618.06,14,7,1
24,55062.28,102747.83,9,1,0
40,33115.27,244870.06,20,1,0
25,68122.75,195021.59,11,0,0
58,71797.0,198568.82,16,2,0
50,109383.92,160281.42,12,2,0
43,47563.28,94640.46,8,3,1
38,54644.11,155867.45,17,5,0
25,48484.83,99070.04,11,0,0
65,64242.27,217816.56,13,1,0
51,67633.81,144256.76,11,2,0
34,58932.5,135741.62,7,1,1
39,81726.52,127624.36,12,0,0
55,47660.41,224415.99,11,1,1
55,79723.48,33974.98,14,2,1
41,70769.96,230297.27,11,1,1
33,59759.4,108830.77,14,1,1
52,53701.27,35631.06,11,0,0
52,108533.36,74867.42,19,2,1
49,43659.83,20951.56,10,4,1
21,65958.66,159219.4,5,1,0
42,44995.62,57702.42,7,1,1
49,95712.41,130120.06,14,4,0
67,77736.53,188053.02,10,3,1
45,46433.0,79678.98,9,2,1
35,70251.9,103913.78,12,4,1
46,65153.91,41798.0,12,1,1
27,49667.5,96698.57,8,1,0
22,75163.28,274441.42,10,1,1
53,67786.11,166675.99,10,0,0
69,64313.97,104116.17,16,4,1
61,59161.61,83298.72,8,2,1
48,68621.09,117442.0,10,1,0
20,64587.75,127803.05,10,0,0
69,61181.87,94855.82,11,1,1
41,47179.68,151803.55,15,5,1
33,93875.32,62793.15,14,6,1
64,38991.6,62496.74,15,2,1
56,68552.72,142211.73,18,1,1
56,53595.19,49881.49,2,0,0
32,95190.95,163741.04,11,2,0
69,41930.35,119143.16,16,3,1
41,45294.73,10325.45,10,1,1
45,40603.64,126569.95,16,2,0
57,66469.3,18891.2,8,2,1
52,32538.99,161601.72,13,4,0
26,50429.43,105077.14,7,2,1
33,16952.68,231065.05,11,0,0
36,64808.43,184278.77,11,3,1
67,49995.7,56358.45,7,3,1
55,30238.87,5000.0,10,2,1
37,81712.19,74693.92,7,2,0
56,33846.66,46724.48,10,1,1
56,75938.87,229544.29,18,3,1
38,45979.18,119381.12,15,2,1
38,92031.43,176005.13,8,2,0
64,74991.01,102898.15,9,4,1
47,39839.04,109219.95,15,4,1
25,41658.35,118042.38,17,1,0
55,72110.5,186392.36,15,3,0
48,54752.44,138697.49,10,2,0
44,56613.15,56559.97,14,1,0
55,85444.78,217350.85,10,1,1
65,45026.22,102431.07,15,1,0
35,61825.88,92668.79,14,4,0
39,79092.56,5000.0,13,3,0
27,76182.35,158063.98,12,1,1
51,56807.75,126060.76,15,4,1
38,54221.88,125995.54,10,0,0
35,25223.69,95830.52,8,2,0
54,38875.1,85486.93,9,1,1
39,66367.18,97825.17,10,1,0
42,57242.36,147789.65,12,0,0
40,61498.54,158347.07,15,4,0
31,80785.07,106138.1,12,0,1
24,36253.54,176936.25,14,1,0
61,55276.39,115261.55,11,1,0
22,63774.22,89746.41,14,3,0
34,45916.8,131904.93,11,2,1
52,88629.54,38436.81,10,2,1
24,78171.74,133963.1,14,2,1
52,65802.67,27469.07,9,4,1
56,95884.64,58336.38,11,2,1
52,30022.09,5000.0,12,2,1
33,59845.47,109492.98,16,0,1
19,67326.74,216578.02,16,0,0
64,41708.9,112975.4,19,6,1
34,66014.29,158615.12,10,5,1
59,37868.35,261138.83,7,1,0
28,73811.15,144243.35,12,0,0
26,81156.7,74087.28,15,2,0
58,65446.67,82345.88,9,1,1
66,22944.04,120039.49,9,0,0
62,40664.13,82026.32,10,1,1
57,71294.2,86514.78,9,0,0
30,60423.97,179115.23,14,0,0
65,15000.0,181569.38,22,2,0
52,84856.61,21186.45,13,1,1
26,62733.13,70909.83,11,0,0
24,43618.51,92159.74,14,0,0
63,79899.11,155945.34,13,4,1
32,46449.2,188584.54,10,4,1
57,46230.96,282118.08,15,3,1
25,67167.05,92059.6,23,0,0
32,95620.77,95056.28,12,2,1
32,92471.74,155314.2,12,0,0
32,67194.23,79067.0,15,1,0
53,69247.71,111542.29,13,2,1
65,75829.98,95097.71,9,1,1
65,34860.33,5000.0,15,1,0
56,72882.97,127393.99,10,3,1
28,45318.53,109058.34,15,4,0
67,66369.56,196273.86,11,1,1
46,55450.65,120329.42,9,2,0
46,70024.17,44715.15,7,1,1
54,62362.07,104514.07,13,4,1
57,15000.0,5000.0,13,3,1
67,63577.83,47344.93,12,1,1
48,72843.06,158130.36,10,1,1
49,68918.57,105159.57,11,5,1
56,57948.28,175350.49,12,1,1
31,92843.23,5000.0,17,1,1
34,66227.46,105452.32,6,1,0
50,68753.47,91469.25,13,1,1
21,80889.84,177350.91,10,0,1
34,67251.86,160365.77,16,0,0
55,42039.64,158535.13,9,2,1
68,15000.0,212484.6,18,0,1
45,50457.58,97914.77,16,1,1
38,75218.91,200104.85,11,1,1
40,52938.07,57347.63,11,2,0
53,76023.57,55147.34,11,2,1
46,62974.56,165164.79,5,3,1
19,85761.32,29715.56,14,3,1
46,54095.67,154365.94,11,2,1
38,69352.3,126078.79,13,3,0
54,70117.7,184311.16,12,4,0
63,90032.04,116433.36,14,1,1
68,25867.25,123362.94,11,4,0
49,50831.83,150555.9,7,4,1
36,76970.32,80241.03,19,2,1
41,90917.93,77627.62,12,1,1
27,64801.43,148465.77,13,1,0
66,54145.92,118242.73,13,2,0
62,75142.37,95561.16,13,4,1
62,77374.05,115032.95,18,1,1
35,52806.77,215673.57,9,3,0
34,66606.15,93418.9,13,1,0
62,83610.55,91678.82,5,0,0
46,97809.18,17553.35,5,0,1
54,74852.1,117458.82,10,0,0
43,60882.78,159413.01,18,1,0
41,58918.5,170171.89,18,2,0
50,71147.93,126493.06,10,3,1
60,57686.54,177350.01,12,4,1
35,63792.81,163873.82,11,2,1
60,38842.47,186777.01,12,2,0
30,85941.14,179058.16,12,0,0
38,37196.31,214198.69,11,3,0
65,51357.76,109818.41,12,3,1
67,61951.87,40376.52,13,1,0
66,99819.74,159823.12,7,1,0
34,51546.34,166833.19,11,2,1
61,46679.68,214199.72,14,4,1
66,48983.66,196877.42,10,2,0
68,93177.94,236728.35,9,1,0
19,15000.0,157191.24,8,3,1
56,39945.24,133728.64,17,9,1
69,114625.77,36901.01,18,1,0
57,71817.64,138485.79,14,4,1
30,37880.3,86849.8,13,7,0
57,59161.64,132690.6,15,1,0
23,61349.09,123270.79,7,1,0
42,76922.5,148304.02,14,1,0
50,96790.04,114160.16,10,2,1
41,67771.03,176101.21,9,1,1
54,49204.23,5000.0,15,0,1
30,75741.69,131399.61,10,6,1
49,46034.95,192149.39,7,2,0
51,39333.25,232202.91,11,1,1
50,24801.82,163917.68,10,4,1
33,28697.43,221092.98,18,1,0
33,42071.1,130136.16,17,2,0
31,36444.2,120171.75,5,1,0
42,66264.73,151764.94,9,1,1
48,36011.96,119808.34,14,0,1
36,15000.0,73058.55,12,3,1
39,39121.76,89085.59,13,2,1
32,50562.81,53270.83,16,2,0
29,47891.01,151702.63,14,3,0
52,90390.49,120683.51,10,1,1
60,47729.15,98382.83,16,1,1
33,77618.47,85998.97,9,4,1
62,59620.35,150303.38,15,1,0
47,59153.91,166826.89,15,1,0
26,43292.39,52169.16,13,0,0
37,58824.35,42738.92,9,3,1
18,44698.08,177270.6,12,4,0
20,63400.49,37492.01,13,2,0
35,55275.01,152849.21,14,3,1
41,41107.44,217014.55,12,3,1
59,79837.89,217154.09,10,2,0
24,68536.81,164272.36,15,1,0
61,51038.75,162528.57,10,1,1
30,62909.86,255114.45,4,3,0
25,58323.55,5000.0,10,1,0
54,42648.18,92139.86,9,2,1
58,61409.92,170909.51,6,6,1
49,47579.76,99762.78,10,1,1
24,41101.32,194386.7,9,3,0
23,27544.65,117638.76,14,1,0
38,52827.85,127904.63,19,2,0
41,71339.41,103519.52,14,0,0
69,46106.81,88649.34,17,1,0
32,110414.17,87173.4,10,3,1
28,77713.71,136269.98,13,2,1
67,86086.6,73526.1,16,1,0
26,75904.86,177192.29,16,4,1
19,97057.3,159193.56,13,2,0
39,44259.96,185964.99,10,4,0
38,15000.0,52264.54,9,2,1
50,51077.49,18031.41,15,0,0
63,71164.37,119748.85,16,1,1
66,63030.34,293928.04,6,2,0
33,65509.45,195972.53,10,0,0
69,86418.2,86733.22,11,1,0
50,67641.15,145470.73,17,3,1
21,75978.26,163655.21,8,1,0
66,41208.75,37896.71,13,3,1
25,38092.13,202177.55,5,1,0
48,92282.28,109954.55,12,5,1
59,62018.03,114559.15,7,1,1
30,47535.42,121427.08,14,3,1
32,47572.11,188672.41,12,1,0
42,47017.54,74689.07,17,2,1
64,45820.82,17581.8,14,1,1
29,34337.04,139377.32,8,1,1
52,29991.59,5000.0,14,5,1
41,56099.91,101933.78,12,1,1
23,48141.48,191212.46,9,2,0
54,82143.19,154745.63,14,1,0
61,65861.53,182541.36,4,1,1
47,65306.35,157221.08,10,4,1
27,45137.59,264620.07,12,3,0
26,57579.43,84705.62,15,2,0
40,67220.02,143887.9,14,3,0
44,74323.91,93712.77,11,2,1
46,58122.16,177408.08,9,4,1
30,81582.48,116305.51,11,1,1
44,60159.79,223130.69,15,4,1
33,75856.94,88151.04,11,1,1
53,50202.96,204427.59,12,1,1
59,23748.23,155588.37,17,2,0
51,65367.18,118052.34,8,3,1
18,74506.48,152546.54,16,0,1
69,71506.95,135675.86,14,4,0
19,68443.73,141357.28,9,4,0
69,53028.26,107587.74,14,4,1
19,43865.07,77904.69,19,3,0
44,71034.57,99895.73,18,0,0
23,68528.95,19011.3,10,2,1
22,48782.02,170516.9,10,0,0
53,82188.48,45890.16,13,4,0
55,42342.69,106941.18,10,2,1
24,48329.53,158882.7,9,1,1
68,92728.5,170363.8,10,2,1
34,77371.64,13520.88,12,2,0
34,52839.81,114489.12,17,1,0
33,65747.61,147584.68,11,2,1
41,63095.84,123120.97,12,0,1
27,15000.0,200644.5,11,1,0
40,41870.52,70691.59,9,2,0
28,58983.07,5000.0,10,1,0
20,52867.77,168619.56,20,4,0
37,64942.05,87774.83,5,4,1
52,82589.65,14487.56,8,2,0
57,53569.28,110489.26,16,5,0
36,38846.9,193833.48,18,2,0
34,66497.03,44204.84,11,0,0
58,53467.53,260159.76,5,0,0
53,56878.73,69727.1,10,3,1
61,54164.53,125220.65,12,0,1
65,104836.76,46852.05,13,4,1
60,15185.91,122496.62,6,4,1
66,52233.32,111975.13,7,3,0
39,59926.22,30630.37,15,3,0
38,44377.15,289549.62,13,1,0
34,77996.52,90279.77,12,1,0
30,76265.15,90332.25,12,5,1
56,59044.91,178142.15,11,2,1
55,54586.52,228855.29,11,1,0
59,57760.86,187586.21,12,1,0
26,57904.27,47929.19,14,1,0
43,58432.54,132834.54,12,1,1
29,56240.02,7117.65,12,2,1
64,65048.99,174102.3,11,1,1
31,75064.24,21888.71,7,1,1
25,35394.8,71807.92,11,2,0
47,38986.72,119807.91,7,1,0
63,25029.64,146700.39,12,1,1
65,77327.95,104343.92,14,3,1
22,65006.47,211145.02,12,6,1
34,70105.35,163394.37,21,5,0
25,31410.04,158683.49,15,3,1
34,95698.96,46235.95,8,1,0
45,47822.98,221962.07,7,4,1
32,63364.12,71816.09,14,2,0
21,77087.69,224252.55,7,4,1
44,40260.4,241331.7,12,2,0
20,49073.51,150759.39,12,4,0
29,63583.44,181920.79,6,4,1
18,117149.46,5000.0,12,2,1
22,66022.49,108299.86,13,2,1
40,92127.22,186129.94,13,2,0
62,84113.46,175470.62,14,0,0
58,67360.2,46816.6,8,2,1
23,40216.08,102376.68,15,3,0
19,81195.07,5000.0,13,1,1
35,30037.79,144779.57,11,2,1
51,92017.5,7000.3,13,0,0
56,64000.11,187828.67,9,0,1
60,15000.0,190963.49,16,0,0
